105	327
99	301
92	275
86	247
79	220
72	193
65	167
59	141
52	116
46	91
39	68
33	45
27	23
20	1
14	-20
7	-41
1	-61
-6	-81
-13	-101
-19	-120
-26	-139
-33	-158
-39	-176
-45	-193
-50	-210
-56	-227
-61	-243
-65	-258
-69	-272
-73	-286
-76	-300
-79	-313
-81	-326
-84	-338
-86	-351
-88	-363
-90	-375
-93	-387
-95	-399
-98	-412
-101	-424
-104	-438
-108	-451
-111	-465
-115	-478
-119	-492
-122	-506
-125	-520
-128	-533
-131	-545
-133	-556
-136	-565
-138	-573
-139	-578
-141	-581
-142	-581
-144	-579
-145	-573
-146	-565
-146	-554
-147	-540
-146	-524
-145	-506
-144	-486
-141	-465
-138	-443
-135	-420
-131	-396
-126	-373
-120	-349
-115	-325
-109	-301
-103	-278
-98	-255
-92	-232
-87	-210
-82	-188
-77	-167
-72	-147
-68	-127
-64	-109
-60	-91
-56	-74
-52	-58
-48	-42
-44	-28
-40	-14
-36	-0
-32	13
-28	26
-23	39
-19	53
-15	66
-10	80
-6	95
-1	109
3	124
8	139
13	154
17	168
22	183
27	197
32	212
37	226
42	239
47	253
53	267
58	281
64	295
69	309
75	323
80	337
86	352
91	366
96	380
101	394
106	407
110	420
115	431
118	442
122	451
125	459
128	466
130	472
132	477
134	481
136	484
138	488
139	490
141	493
142	496
143	499
144	503
145	506
145	509
145	513
145	515
144	517
143	518
142	517
141	515
140	511
138	504
137	496
135	485
134	472
133	456
132	439
131	420
130	400
128	378
126	356
124	333
121	309
118	285
114	261
109	236
104	212
98	186
91	161
84	135
77	110
70	84
63	58
56	33
49	8
42	-16
35	-39
29	-62
23	-83
17	-104
11	-123
5	-142
